Nickname,Country,AS_Name,Version,OS,Consensus_Weight
guccimane,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
Carbon,SE,Telia Company AB,0.4.9.5,Linux,6700
prsv,HU,ATW Internet Kft.,0.4.9.5,Linux,6700
ColonThree,DE,Florian Kolb,0.4.9.5,Linux,6700
MoreDrunkenOyster,FR,AQUILENET,0.4.9.5,Linux,6700
FARDZTORRL02,US,Midcontinent Communications,0.4.9.5,Linux,6700
babybash,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
snot,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
eo199,US,Emerald Onion,0.4.9.5,Linux,6700
ynwmelly,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
eo187,US,Emerald Onion,0.4.9.5,Linux,6700
TheShadowRoute04,IT,Michele Branchini,0.4.9.5,Linux,6700
outstarede,DE,netcup GmbH,0.4.9.5,Linux,6700
nobuyuki,RO,NAV COMMUNICATIONS SRL,0.4.9.5,Linux,6700
smallting23,FI,Oy Crea Nova Hosting Solution Ltd,0.4.9.5,Linux,6700
Desert19,CA,"Akamai Technologies, Inc.",0.4.8.22,Linux,6700
Osiris,CA,OVH SAS,0.4.9.5,Linux,6700
lametite2025,US,BL Networks,0.4.8.16,Linux,6700
UnredactedWikiLeaks,US,Unredacted Inc,0.4.9.5,Linux,6700
CestPasDLaMerde11,FR,Free SAS,0.4.8.22,Linux,6700
WitchNode,DE,Contabo GmbH,0.4.9.5,Linux,6700
kfc,NL,Pfcloud UG (haftungsbeschrankt),0.4.9.5,Linux,6700
pratyHorseRelay,DE,Hetzner Online GmbH,0.4.8.10,Linux,6700
aaprocky,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
morray,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
onionmatic,US,Dedicated.com,0.4.8.22,Linux,6700
PankyBG1,BG,Melbikomas UAB,0.4.8.22,Linux,6700
yungeenace,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
traethatruth,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
550madoff,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
prsv,RO,UNMANAGED LTD,0.4.9.5,Linux,6700
ParadiseTorRelay7,SE,Bahnhof AB,0.4.9.5,Linux,6700
paulolondra,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
freewayphilly,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6700
jodybreeze,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
guyumari,FR,ROCKHOSTER PRIVATE LIMITED,0.4.9.5,Linux,6600
QbiXES1,ES,IONOS SE,0.4.9.5,Linux,6600
shordieshordie,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
fluffypancakes002ca,CA,Rica Web Services,0.4.9.5,Linux,6600
rico,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
TheShadowRoute16,IT,Michele Branchini,0.4.9.5,Linux,6600
submarineman,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
WeldimRelay,NL,Odido Netherlands B.V.,0.4.9.5,Linux,6600
LillyCL,US,netcup GmbH,0.4.9.5,Linux,6600
eo179,US,Emerald Onion,0.4.9.5,Linux,6600
jolt,CA,Psychz Networks,0.4.8.21,Linux,6600
GoldIsXMR,US,Baxet Group Inc.,0.4.9.5,Linux,6600
lildread,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
cosmincoco,RO,RCS & RDS SA,0.4.9.5,Linux,6600
Quetzalcoatl,HR,MAXKO d.o.o.,0.4.9.5,Linux,6600
eo195,US,Emerald Onion,0.4.9.5,Linux,6600
MBRelayvps99fdee21,FR,OVH SAS,0.4.9.5,Linux,6600
Unnamed,CA,OVH SAS,0.4.8.11,Linux,6600
turing,US,Emerald Onion,0.4.9.5,Linux,6600
token,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
KingShadow3,US,MysticDev LLC,0.4.8.21,Linux,6600
Digraph,US,Unknown,0.4.9.5,Linux,6600
Quetzalcoatl,US,1337 Services GmbH,0.4.9.5,Linux,6600
bigyavo,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
jazzepha,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
lilkeen,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
eo210,US,Emerald Onion,0.4.9.5,Linux,6600
bigmoe,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
TheShadowRoute13,IT,Michele Branchini,0.4.9.5,Linux,6600
Quetzalcoatl,US,1337 Services GmbH,0.4.9.5,Linux,6600
PerplexedExit011,GB,"Akamai Technologies, Inc.",0.4.9.5,Linux,6600
OldNightwish,UA,"""X-City"" Ltd.",0.4.9.5,Linux,6600
mkn7787relay0,US,Catalyst Host LLC,0.4.9.5,Linux,6600
tumtumdfw,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
madeintyo,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
cocainenoze,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6600
bigboogie,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6500
GreenElephant228,MD,Trabia SRL,0.4.8.21,Linux,6500
goldenagelegends,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6500
TheShadowRoute15,IT,Michele Branchini,0.4.9.5,Linux,6500
SnowflakeAwake9184,GB,Oracle Corporation,0.4.8.17,Linux,6500
magpie,SE,Obenet AB,0.4.9.5,Linux,6500
richhomiequan,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6500
trixie,CA,"TekSavvy Solutions, Inc.",0.4.8.21,Linux,6500
fluffypancakes006ca,CA,Rica Web Services,0.4.9.5,Linux,6500
TorRelaylxbchppt,US,"New Dream Network, LLC",0.4.8.0-alpha-dev,Linux,6500
gr3yhorses,GB,Glide Student & Residential Limited,0.4.8.22,Linux,6500
TeutatesTOR,FR,Free SAS,0.4.9.5,Linux,6500
Anckee,CA,Rica Web Services,0.4.8.22,FreeBSD,6500
lilmarlo,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6500
ceojizzle,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6500
Spellbound,MD,ALEXHOST SRL,0.4.9.5,Linux,6500
sweeney,US,Emerald Onion,0.4.9.5,Linux,6500
bennybutcher,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6500
zgato,UA,South Park Networks LLC,0.4.9.5,Linux,6500
gfguihgrudifhguih,DE,Hosting.de GmbH,0.4.9.5,Linux,6500
samarati,US,Emerald Onion,0.4.9.5,Linux,6500
jid,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6500
eo213,US,Emerald Onion,0.4.9.5,Linux,6500
biggk,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6500
bffs4m8b5nrz5ax1,US,HostPapa,0.4.8.22,FreeBSD,6500
JanFugeTR,TR,WorkTitans B.V.,0.4.9.5,Linux,6500
marclhtor1,CA,Bell Canada,0.4.8.21,Linux,6500
Artoo,CA,OVH SAS,0.4.9.5,Linux,6500
Quetzalcoatl,HR,MAXKO d.o.o.,0.4.9.5,Linux,6500
Unnamed,UA,Synapse Network LTD,0.4.9.5,Linux,6500
Zensursula,BG,S.C. INFOTECH-GRUP S.R.L.,0.4.9.5,Linux,6500
MetalsAG,IS,1984 ehf,0.4.9.5,Linux,6500
relay,MD,MivoCloud SRL,0.4.9.5,Linux,6400
poohshiesty,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
dababy,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
ClosedSpaceRelay,AT,T-Mobile Austria GmbH,0.4.9.5,Linux,6400
dimensiondoor,US,Emerald Onion,0.4.9.5,Linux,6400
overtake,DE,"HIVELOCITY, Inc.",0.4.9.5,Linux,6400
lordfinesse,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
vincestaples,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
TheShadowRoute05,IT,Michele Branchini,0.4.9.5,Linux,6400
youngthug,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
Quetzalcoatl,HR,MAXKO d.o.o.,0.4.9.5,Linux,6400
Ponyhof,DE,Vodafone GmbH,0.4.9.5,Linux,6400
andersonpaak,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
eo218,US,Emerald Onion,0.4.9.5,Linux,6400
carlos1001,US,"AT&T Enterprises, LLC",0.4.8.22,Linux,6400
QuasiBakedCup,PL,Nowatel Sp. z o.o.,0.4.9.5,Linux,6400
freeassange,DE,Hetzner Online GmbH,0.4.8.21,Linux,6400
actionbronson,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
rocmarci,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
TheJabulani,CA,OVH SAS,0.4.8.10,Linux,6400
Quetzalcoatl,US,1337 Services GmbH,0.4.9.5,Linux,6400
TheShadowRoute19,IT,Michele Branchini,0.4.9.5,Linux,6400
TheShadowRoute03,IT,Michele Branchini,0.4.9.5,Linux,6400
qtip,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
TheBaconaTOR,US,GTHost,0.4.8.12,Linux,6400
galates2,DE,netcup GmbH,0.4.9.5,Linux,6400
galates,DE,netcup GmbH,0.4.9.5,Linux,6400
Bspears,SE,w1n ltd,0.4.9.5,Linux,6400
Tachugur,RO,M247 Europe SRL,0.4.9.5,Linux,6400
hermanmutt,CH,Private Layer INC,0.4.9.5,Linux,6400
TheShadowRoute01,IT,Michele Branchini,0.4.9.5,Linux,6400
trina,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
XMRBuyNow,MK,GLOBAL CONNECTIVITY SOLUTIONS LLP,0.4.8.17,Linux,6400
henkdefreumel,NL,Freedom Internet BV,0.4.9.5,Linux,6400
roadchief,NL,Bullet Group LTD,0.4.8.21,Linux,6400
ra2sys,DE,Vodafone GmbH,0.4.8.21,Linux,6400
TheShadowRoute20,IT,Michele Branchini,0.4.9.5,Linux,6400
luckydaye,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6400
evequefou3,US,Cincinnati Bell Telephone Company LLC,0.4.9.5,FreeBSD,6400
UnredactedTor,US,Unredacted Inc,0.4.9.5,Linux,6400
TheShadowRoute11,IT,Michele Branchini,0.4.9.5,Linux,6400
Unnamed,DE,Hetzner Online GmbH,0.4.8.10,Linux,6400
bludger2,US,OVH SAS,0.4.9.5,Linux,6400
SuperPartiaKurwo,PL,VECTRA S.A.,0.4.8.21,Linux,6400
hyperreal,US,netcup GmbH,0.4.8.21,FreeBSD,6400
Shield99382,CA,"Kamatera, Inc.",0.4.8.22,Linux,6400
atrelay,AT,LINZ STROM GAS WAERME GmbH fuer Energiedienstleistungen und Telekommunikation,0.4.8.21,OpenBSD,6400
NotYourINTERNET,US,BL Networks,0.4.8.10,Linux,6400
sarkodie,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
DELIGHT,NL,HZ Hosting Ltd,0.4.8.21,Linux,6300
hollywoodyc,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
jmoneyzone6,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
tor03,ES,IONOS SE,0.4.9.5,Linux,6300
riodayungog,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
sumer,DE,ROCKHOSTER PRIVATE LIMITED,0.4.9.5,Linux,6300
ynjay,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
eo194,US,Emerald Onion,0.4.9.5,Linux,6300
BigBossMiddle,GB,British Telecommunications PLC,0.4.8.19,Windows 8 [or later],6300
tor106,UA,Moustafa Mohamed Mohamed Ahmed Elghoubashi,0.4.9.5,Linux,6300
jayfizzle,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
Unnamed,US,HostPapa,0.4.8.22,Linux,6300
hardtarget,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
Assange015lt,LT,"Informacines sistemos ir technologijos, UAB",0.4.9.5,Linux,6300
Quetzalcoatl,BG,MAXKO d.o.o.,0.4.9.5,Linux,6300
24hrs,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
Quetzalcoatl,US,1337 Services GmbH,0.4.9.5,Linux,6300
eo219,US,Emerald Onion,0.4.9.5,Linux,6300
TheShadowRoute07,IT,Michele Branchini,0.4.9.5,Linux,6300
kidrock,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
yungnation,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
eo191,US,Emerald Onion,0.4.9.5,Linux,6300
forest33,EU,Wojciech Czapkowicz,0.4.9.5,Linux,6300
InvisibleInternet,US,"DigitalOcean, LLC",0.4.8.12,Linux,6300
anonymityiscool,US,FranTech Solutions,0.4.9.5,Linux,6300
Aramis,US,FranTech Solutions,0.4.8.21,Linux,6300
tordelik,FR,Orange S.A.,0.4.9.5,Linux,6300
LAA,TR,HOSTING DUNYAM BILISIM TEKNOLOJILERI TICARET LIMITED SIRKETI,0.4.8.21,Linux,6300
nardowick,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
cpanneeda,HU,23VNet Kft.,0.4.9.5,Linux,6300
big30shiestygang,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
cryzrelay02,DE,Aixit GmbH,0.4.9.5,Linux,6300
jaycritch,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
droope,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
eddolo,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6300
wavechapelle,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
greasymiami,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
JohnFilch123,US,Onidel Pty Ltd,0.4.9.5,Linux,6200
MetalRelay1,MD,ALEXHOST SRL,0.4.9.5,Linux,6200
fabod4l,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
LillyCL,US,netcup GmbH,0.4.9.5,Linux,6200
yyzz3,NL,WHG Hosting Services Ltd,0.4.9.5,Linux,6200
DowntimePatrol2,US,IncogNet LLC,0.4.8.21,Linux,6200
GerRelayBullion,DE,Deutsche Telekom AG,0.4.9.5,Linux,6200
southparkmexican,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
eo178,US,Emerald Onion,0.4.9.5,Linux,6200
BoycottTesla,DE,netcup GmbH,0.4.8.14,Linux,6200
keite,US,Emerald Onion,0.4.9.5,Linux,6200
llandaf,US,Emerald Onion,0.4.9.5,Linux,6200
VeilsOfTheOnion,NL,SCALEWAY S.A.S.,0.4.9.5,Linux,6200
chrisrivers,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
forest13,HR,MAXKO d.o.o.,0.4.9.5,Linux,6200
lilplaya,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
NowMoneroBuyBuy,RO,Promo Plus SRL,0.4.9.5,Linux,6200
onYourOwn,PT,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,0.4.9.5,Linux,6200
stormbeard12,US,"CenturyLink Communications, LLC",0.4.8.22,Linux,6200
stovegodcooks,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
austinmahone,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
GauzeConsular,US,"AT&T Enterprises, LLC",0.4.9.5,Linux,6200
tooshort,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
bigpokeyhouston,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
trinidadjames,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
balec666,MD,ALEXHOST SRL,0.4.8.22,Linux,6200
zgato,DE,ZAP-Hosting GmbH,0.4.9.5,Linux,6200
Quetzalcoatl,US,1337 Services GmbH,0.4.9.5,Linux,6200
davidray,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
zmoney,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
georgector,GB,Trooli Ltd.,0.4.9.5,Linux,6200
basicincomenow,US,"DigitalOcean, LLC",0.4.8.10,Linux,6200
CorbasLukom,BA,Globalhost d.o.o.,0.4.8.21,Linux,6200
tainisia,CZ,"Webglobe, s.r.o.",0.4.9.5,Linux,6200
Quetzalcoatl,US,1337 Services GmbH,0.4.9.5,Linux,6200
lilxan,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6200
jayrock,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6100
LillyCL,US,netcup GmbH,0.4.9.5,Linux,6100
luhtyler,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6100
esgscrewedup,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6100
TheShadowRoute08,IT,Michele Branchini,0.4.9.5,Linux,6100
UnredactedChina,US,Unredacted Inc,0.4.9.5,Linux,6100
teap0t,RO,M247 Europe SRL,0.4.8.18,Linux,6100
dwork,US,Emerald Onion,0.4.9.5,Linux,6100
TorAHOS1,MD,ALEXHOST SRL,0.4.8.22,Linux,6100
winner,US,Emerald Onion,0.4.9.5,Linux,6100
babyd,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6100
Perplexed0419,GB,"Akamai Technologies, Inc.",0.4.9.5,Linux,6100
GoldenPOP,LV,Sia Nano IT,0.4.8.21,Linux,6100
rmblue,DE,Vodafone GmbH,0.4.9.5,Linux,6100
bbnodolla,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6100
grindmodedade,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6100
TheShadowRoute06,IT,Michele Branchini,0.4.9.5,Linux,6100
artikel10buc22,RO,FlokiNET ehf,0.4.9.5,Linux,6100
jgsec,RO,NAV COMMUNICATIONS SRL,0.4.9.5,Linux,6100
eo186,US,Emerald Onion,0.4.9.5,Linux,6100
TheGreatKing,GB,"Cogent Communications, LLC",0.4.8.21,Linux,6100
TransRights,SE,"The Constant Company, LLC",0.4.8.21,Linux,6100
SellNeverSold,RO,Host Sailor Ltd,0.4.9.5,Linux,6100
DrunkenOyster,FR,AQUILENET,0.4.9.5,Linux,6100
Weeblelikesanon,MD,Trabia SRL,0.4.8.14,Linux,6100
VagelissRelay,GR,MEDIANET INVEST AE,0.4.8.19,Linux,6100
prsv,HU,ATW Internet Kft.,0.4.9.5,Linux,6100
magritte,DE,netcup GmbH,0.4.9.5,Linux,6100
prsv,CA,OVH SAS,0.4.9.5,Linux,6100
Lamia6,US,OVH SAS,0.4.8.17,Linux,6100
lordinfamous,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6100
Chimera2,CA,OVH SAS,0.4.8.17,Linux,6100
NonBioluminescent,MD,ALEXHOST SRL,0.4.9.5,Linux,6100
arcangel,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6100
bankrollpj,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6100
Alishka,RU,LLC Baxet,0.4.8.21,Linux,6100
prsv,RO,UNMANAGED LTD,0.4.9.5,Linux,6100
jkwon,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
Quetzalcoatl,US,1337 Services GmbH,0.4.9.5,Linux,6000
eo217,US,Emerald Onion,0.4.9.5,Linux,6000
SmokeAspectRangers,IS,Advania Island ehf,0.4.9.5,Linux,6000
eo192,US,Emerald Onion,0.4.9.5,Linux,6000
eo211,US,Emerald Onion,0.4.9.5,Linux,6000
ygtut,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
UnredactedRussia,US,Unredacted Inc,0.4.9.5,Linux,6000
TheShadowRoute02,IT,Michele Branchini,0.4.9.5,Linux,6000
TorExiDova,MD,Trabia SRL,0.4.9.5,Linux,6000
Stormzy,US,OVH SAS,0.4.8.21,Linux,6000
momo38,MD,ALEXHOST SRL,0.4.9.5,Linux,6000
PommespanzerUS2,US,IONOS SE,0.4.9.5,Linux,6000
mims,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
TORPauloRelayFR,DE,Hetzner Online GmbH,0.4.9.5,Linux,6000
dipset,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
smokepurpp,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
theBNrelay,DE,Hetzner Online GmbH,0.4.9.5,Linux,6000
iamphoenix,CA,OVH SAS,0.4.8.12,Linux,6000
hellman,US,Emerald Onion,0.4.9.5,Linux,6000
bigbrother23470,FR,Free SAS,0.4.8.10,Linux,6000
XmrMaximalist,SE,Oracle Corporation,0.4.9.5,Linux,6000
CarterParadox,HK,Amarutu Technology Ltd,0.4.9.5,Linux,6000
Yveve,CA,Rica Web Services,0.4.8.22,FreeBSD,6000
foolio,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
iamthatdude,US,AxcelX Technologies LLC,0.4.9.5,Linux,6000
eo204,US,Emerald Onion,0.4.9.5,Linux,6000
UnredactedLoki,US,Unredacted Inc,0.4.9.5,Linux,6000
immortaltechnique,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
taboonawasha,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
helpinghand83,DE,1&1 Versatel GmbH,0.4.9.5,Linux,6000
NewPalace,US,"Interserver, Inc",0.4.8.16,Linux,6000
eo196,US,Emerald Onion,0.4.9.5,Linux,6000
Unnamed,CA,Rica Web Services,0.4.9.5,Linux,6000
bigmoochiegrape,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
privacyMatters,MD,ALEXHOST SRL,0.4.9.5,Linux,6000
es01schnitzlerone,ES,IONOS SE,0.4.8.16,Linux,6000
r4v3nrelay,US,FranTech Solutions,0.4.8.10,Linux,6000
ombpeezy,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
blovee,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
Quetzalcoatl,HR,MAXKO d.o.o.,0.4.9.5,Linux,6000
TheShadowRoute18,IT,Michele Branchini,0.4.9.5,Linux,6000
ABOBA,DE,DASABO OU,0.4.9.5,Linux,6000
ATLurmyivna,US,Dedicated.com,0.4.9.5,Linux,6000
arsonaldarebel,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,6000
tor04,ES,IONOS SE,0.4.9.5,Linux,5900
ctangana,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
trillsammy,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
SOL42,ES,TELEFONICA DE ESPANA S.A.U.,0.4.8.21,OpenBSD,5900
s0yb3an,DE,Deutsche Telekom AG,0.4.9.5,Linux,5900
TheShadowRoute17,IT,Michele Branchini,0.4.9.5,Linux,5900
sm2ozW3PtmdEdb,DE,OVH SAS,0.4.9.5,Linux,5900
Quetzalcoatl,HR,MAXKO d.o.o.,0.4.9.5,Linux,5900
citygirls,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
tweakin,IS,1984 ehf,0.4.9.5,Linux,5900
manning,US,Emerald Onion,0.4.9.5,Linux,5900
liltwist,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
ashP,US,"Leaseweb USA, Inc.",0.4.9.5,Linux,5900
Viking2007,LV,Sia Nano IT,0.4.9.5,Linux,5900
PohWa3Ei,DE,wilhelm.tel GmbH,0.4.8.21,Linux,5900
Bernard,CZ,"STARNET, s.r.o.",0.4.8.22,Linux,5900
Quetzalcoatl,US,1337 Services GmbH,0.4.9.5,Linux,5900
WOPRPoE1,US,"Comcast Cable Communications, LLC",0.4.8.21,Linux,5900
TorOnionsAreGreat,LV,RETN Limited,0.4.9.5,Linux,5900
Unnamed,FR,SHPV FRANCE SAS,0.4.8.22,OpenBSD,5900
ilovemakonnen,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
partnersncrime,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
kennymuney,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
mekhiphifer,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
Quetzalcoatl,US,1337 Services GmbH,0.4.9.5,Linux,5900
GnarRelay,NL,Euronet Communications B.V.,0.4.8.22,Linux,5900
yungpinch,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
TheShadowRoute12,IT,Michele Branchini,0.4.9.5,Linux,5900
fatpat,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
TorRelaylxbchppt,US,"New Dream Network, LLC",0.4.8.1-alpha-dev,Linux,5900
shawnjayfieldmob,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
bighawksuc,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
joegifted,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
DuckYou,IL,Rachamim Aviel Twito,0.4.9.5,Linux,5900
Samtor,DE,netcup GmbH,0.4.9.5,Linux,5900
markwahlberg,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5900
ididnteditheconfig,US,Oracle Corporation,0.4.8.22,Linux,5800
mumzie,IN,HostRoyale Technologies Pvt Ltd,0.4.8.22,Linux,5800
blackkent,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
TheShadowRoute09,IT,Michele Branchini,0.4.9.5,Linux,5800
9g4net1,DE,MASSIVEGRID LTD,0.4.8.10,Linux,5800
eo222,US,Emerald Onion,0.4.9.5,Linux,5800
LillyCL,US,netcup GmbH,0.4.9.5,Linux,5800
oxmopuccino,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
happypaws,HU,23VNet Kft.,0.4.9.5,Linux,5800
h0st2lTake0ver,ZA,Internet Magnate (Pty) Ltd,0.4.9.5,Linux,5800
jimjones,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
sh97CA101R,US,Bytefilter LLC,0.4.9.5,Linux,5800
toodenwablesrelay,US,"Central Utah Telephone, Inc.",0.4.9.5,Linux,5800
cryptonion,FI,Hetzner Online GmbH,0.4.9.5,Linux,5800
sirmixalot,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
WelcomeHomeStranger,AT,T-Mobile Austria GmbH,0.4.9.5,Linux,5800
residente,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
boldyjames,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
MyDockerRelay,CZ,MasterDC s.r.o.,0.4.9.5,Linux,5800
joji,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
RelaysThatNoOneUses,LV,SIA Tet,0.4.9.5,Linux,5800
diffie,US,Emerald Onion,0.4.9.5,Linux,5800
sacco,PT,GLOBAL CONNECTIVITY SOLUTIONS LLP,0.4.9.5,Linux,5800
HotDawgWaterChi,US,"Ryamer, LLC",0.4.9.5,Linux,5800
bfbdapackman,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
dhitechnical,US,DHI TECHNICAL SERVICES LLC,0.4.8.14,Linux,5800
cashkidd,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
guiltysimpson,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
existenz,GR,M247 Europe SRL,0.4.8.12,Linux,5800
peeweelongway,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,5800
